marche,region,produit,mois,prix_fcfa_kg
Fada,Ennedi Ouest,Riz_importe,2025-11-01,519.8
Fada,Ennedi Ouest,Riz_importe,2025-12-01,587.0
Fada,Ennedi Ouest,Riz_importe,2026-01-01,694.1
Fada,Ennedi Ouest,Riz_importe,2026-02-01,693.1
Fada,Ennedi Ouest,Riz_importe,2026-03-01,730.9
Fada,Ennedi Ouest,Riz_importe,2026-04-01,754.2
Fada,Ennedi Ouest,Riz_importe,2026-05-01,664.7
Fada,Ennedi Ouest,Riz_importe,2026-06-01,701.6
Fada,Ennedi Ouest,Riz_importe,2026-07-01,674.1
Mongo,Guéra,Mil,2024-08-01,260.8
Mongo,Guéra,Mil,2024-09-01,266.0
Mongo,Guéra,Mil,2024-10-01,273.6
Mongo,Guéra,Mil,2024-11-01,279.4
Mongo,Guéra,Mil,2024-12-01,269.1
Mongo,Guéra,Mil,2025-01-01,319.0
Mongo,Guéra,Mil,2025-02-01,329.8
Mongo,Guéra,Mil,2025-03-01,357.0
Mongo,Guéra,Mil,2025-04-01,298.0
Mongo,Guéra,Mil,2025-05-01,407.5
Mongo,Guéra,Mil,2025-06-01,394.7
Mongo,Guéra,Mil,2025-07-01,391.5
Mongo,Guéra,Mil,2025-08-01,412.5
Mongo,Guéra,Mil,2025-09-01,368.0
Mongo,Guéra,Mil,2025-10-01,385.6
Mongo,Guéra,Mil,2025-11-01,373.3
Mongo,Guéra,Mil,2025-12-01,393.8
Mongo,Guéra,Mil,2026-01-01,443.6
Mongo,Guéra,Mil,2026-02-01,459.0
Mongo,Guéra,Mil,2026-03-01,526.4
Mongo,Guéra,Mil,2026-04-01,476.5
Mongo,Guéra,Mil,2026-05-01,477.6
Mongo,Guéra,Mil,2026-06-01,444.6
Mongo,Guéra,Mil,2026-07-01,431.5
Mongo,Guéra,Sorgho,2024-08-01,265.7
Mongo,Guéra,Sorgho,2024-09-01,228.2
Mongo,Guéra,Sorgho,2024-10-01,261.2
Mongo,Guéra,Sorgho,2024-11-01,249.8
Mongo,Guéra,Sorgho,2024-12-01,282.6
Mongo,Guéra,Sorgho,2025-01-01,330.6
Mongo,Guéra,Sorgho,2025-02-01,321.0
Mongo,Guéra,Sorgho,2025-03-01,302.1
Mongo,Guéra,Sorgho,2025-04-01,312.3
Mongo,Guéra,Sorgho,2025-05-01,418.2
Mongo,Guéra,Sorgho,2025-06-01,357.7
Mongo,Guéra,Sorgho,2025-07-01,358.6
Mongo,Guéra,Sorgho,2025-08-01,382.9
Mongo,Guéra,Sorgho,2025-09-01,333.2
Mongo,Guéra,Sorgho,2025-10-01,371.2
Mongo,Guéra,Sorgho,2025-11-01,370.9
Mongo,Guéra,Sorgho,2025-12-01,367.7
Mongo,Guéra,Sorgho,2026-01-01,433.0
Mongo,Guéra,Sorgho,2026-02-01,468.4
Mongo,Guéra,Sorgho,2026-03-01,430.9
Mongo,Guéra,Sorgho,2026-04-01,438.5
Mongo,Guéra,Sorgho,2026-05-01,418.3
Mongo,Guéra,Sorgho,2026-06-01,429.8
Mongo,Guéra,Sorgho,2026-07-01,394.2
Mongo,Guéra,Mais,2024-08-01,230.4
Mongo,Guéra,Mais,2024-09-01,224.8
Mongo,Guéra,Mais,2024-10-01,235.8
Mongo,Guéra,Mais,2024-11-01,241.8
Mongo,Guéra,Mais,2024-12-01,268.7
Mongo,Guéra,Mais,2025-01-01,274.6
Mongo,Guéra,Mais,2025-02-01,289.8
Mongo,Guéra,Mais,2025-03-01,293.8
Mongo,Guéra,Mais,2025-04-01,296.7
Mongo,Guéra,Mais,2025-05-01,355.5
Mongo,Guéra,Mais,2025-06-01,331.4
Mongo,Guéra,Mais,2025-07-01,333.1
Mongo,Guéra,Mais,2025-08-01,326.0
Mongo,Guéra,Mais,2025-09-01,341.0
Mongo,Guéra,Mais,2025-10-01,298.0
Mongo,Guéra,Mais,2025-11-01,351.6
Mongo,Guéra,Mais,2025-12-01,354.7
Mongo,Guéra,Mais,2026-01-01,407.0
Mongo,Guéra,Mais,2026-02-01,383.3
Mongo,Guéra,Mais,2026-03-01,407.2
Mongo,Guéra,Mais,2026-04-01,365.4
Mongo,Guéra,Mais,2026-05-01,373.7
Mongo,Guéra,Mais,2026-06-01,392.2
Mongo,Guéra,Mais,2026-07-01,368.9
Mongo,Guéra,Riz_importe,2024-08-01,413.9
Mongo,Guéra,Riz_importe,2024-09-01,372.9
Mongo,Guéra,Riz_importe,2024-10-01,416.9
Mongo,Guéra,Riz_importe,2024-11-01,474.3
Mongo,Guéra,Riz_importe,2024-12-01,490.2
Mongo,Guéra,Riz_importe,2025-01-01,502.1
Mongo,Guéra,Riz_importe,2025-02-01,469.5
Mongo,Guéra,Riz_importe,2025-03-01,514.9
Mongo,Guéra,Riz_importe,2025-04-01,512.1
Mongo,Guéra,Riz_importe,2025-05-01,662.8
Mongo,Guéra,Riz_importe,2025-06-01,614.2
Mongo,Guéra,Riz_importe,2025-07-01,564.5
Mongo,Guéra,Riz_importe,2025-08-01,551.8
Mongo,Guéra,Riz_importe,2025-09-01,575.5
Mongo,Guéra,Riz_importe,2025-10-01,583.7
Mongo,Guéra,Riz_importe,2025-11-01,596.9
Mongo,Guéra,Riz_importe,2025-12-01,630.9
Mongo,Guéra,Riz_importe,2026-01-01,591.7
Mongo,Guéra,Riz_importe,2026-02-01,733.9
Mongo,Guéra,Riz_importe,2026-03-01,699.6
Mongo,Guéra,Riz_importe,2026-04-01,705.4
Mongo,Guéra,Riz_importe,2026-05-01,729.8
Mongo,Guéra,Riz_importe,2026-06-01,684.9
Mongo,Guéra,Riz_importe,2026-07-01,641.3
Massakory,Hadjer Lamis,Mil,2024-08-01,264.5
Massakory,Hadjer Lamis,Mil,2024-09-01,297.0
Massakory,Hadjer Lamis,Mil,2024-10-01,257.2
Massakory,Hadjer Lamis,Mil,2024-11-01,263.9
Massakory,Hadjer Lamis,Mil,2024-12-01,319.4
Massakory,Hadjer Lamis,Mil,2025-01-01,330.4
Massakory,Hadjer Lamis,Mil,2025-02-01,335.7
Massakory,Hadjer Lamis,Mil,2025-03-01,341.7
Massakory,Hadjer Lamis,Mil,2025-04-01,376.1
Massakory,Hadjer Lamis,Mil,2025-05-01,455.2
Massakory,Hadjer Lamis,Mil,2025-06-01,439.4
Massakory,Hadjer Lamis,Mil,2025-07-01,405.4
Massakory,Hadjer Lamis,Mil,2025-08-01,406.8
Massakory,Hadjer Lamis,Mil,2025-09-01,404.9
Massakory,Hadjer Lamis,Mil,2025-10-01,412.1
Massakory,Hadjer Lamis,Mil,2025-11-01,381.2
Massakory,Hadjer Lamis,Mil,2025-12-01,400.0
Massakory,Hadjer Lamis,Mil,2026-01-01,503.0
Massakory,Hadjer Lamis,Mil,2026-02-01,444.1
Massakory,Hadjer Lamis,Mil,2026-03-01,524.3
Massakory,Hadjer Lamis,Mil,2026-04-01,506.0
Massakory,Hadjer Lamis,Mil,2026-05-01,482.2
Massakory,Hadjer Lamis,Mil,2026-06-01,445.6
Massakory,Hadjer Lamis,Mil,2026-07-01,434.4
Massakory,Hadjer Lamis,Sorgho,2024-08-01,233.6
Massakory,Hadjer Lamis,Sorgho,2024-09-01,239.3
Massakory,Hadjer Lamis,Sorgho,2024-10-01,246.7
Massakory,Hadjer Lamis,Sorgho,2024-11-01,261.3
Massakory,Hadjer Lamis,Sorgho,2024-12-01,279.5
Massakory,Hadjer Lamis,Sorgho,2025-01-01,289.4
Massakory,Hadjer Lamis,Sorgho,2025-02-01,309.9
Massakory,Hadjer Lamis,Sorgho,2025-03-01,329.1
Massakory,Hadjer Lamis,Sorgho,2025-04-01,307.4
Massakory,Hadjer Lamis,Sorgho,2025-05-01,427.4
Massakory,Hadjer Lamis,Sorgho,2025-06-01,347.1
Massakory,Hadjer Lamis,Sorgho,2025-07-01,403.7
Massakory,Hadjer Lamis,Sorgho,2025-08-01,359.2
Massakory,Hadjer Lamis,Sorgho,2025-09-01,342.1
Massakory,Hadjer Lamis,Sorgho,2025-10-01,396.3
Massakory,Hadjer Lamis,Sorgho,2025-11-01,338.3
Massakory,Hadjer Lamis,Sorgho,2025-12-01,379.6
Massakory,Hadjer Lamis,Sorgho,2026-01-01,432.1
Massakory,Hadjer Lamis,Sorgho,2026-02-01,449.2
Massakory,Hadjer Lamis,Sorgho,2026-03-01,434.8
Massakory,Hadjer Lamis,Sorgho,2026-04-01,445.6
Massakory,Hadjer Lamis,Sorgho,2026-05-01,442.5
Massakory,Hadjer Lamis,Sorgho,2026-06-01,405.1
Massakory,Hadjer Lamis,Sorgho,2026-07-01,350.9
Massakory,Hadjer Lamis,Mais,2024-08-01,221.4
Massakory,Hadjer Lamis,Mais,2024-09-01,220.5
Massakory,Hadjer Lamis,Mais,2024-10-01,218.2
Massakory,Hadjer Lamis,Mais,2024-11-01,265.6
Massakory,Hadjer Lamis,Mais,2024-12-01,249.3
Massakory,Hadjer Lamis,Mais,2025-01-01,293.3
Massakory,Hadjer Lamis,Mais,2025-02-01,267.1
Massakory,Hadjer Lamis,Mais,2025-03-01,291.6
Massakory,Hadjer Lamis,Mais,2025-04-01,260.4
Massakory,Hadjer Lamis,Mais,2025-05-01,353.5
Massakory,Hadjer Lamis,Mais,2025-06-01,380.9
Massakory,Hadjer Lamis,Mais,2025-07-01,337.8
Massakory,Hadjer Lamis,Mais,2025-08-01,328.5
Massakory,Hadjer Lamis,Mais,2025-09-01,327.5
Massakory,Hadjer Lamis,Mais,2025-10-01,320.9
Massakory,Hadjer Lamis,Mais,2025-11-01,335.2
Massakory,Hadjer Lamis,Mais,2025-12-01,350.8
Massakory,Hadjer Lamis,Mais,2026-01-01,398.6
Massakory,Hadjer Lamis,Mais,2026-02-01,422.8
Massakory,Hadjer Lamis,Mais,2026-03-01,415.4
Massakory,Hadjer Lamis,Mais,2026-04-01,411.5
Massakory,Hadjer Lamis,Mais,2026-05-01,384.1
Massakory,Hadjer Lamis,Mais,2026-06-01,389.4
Massakory,Hadjer Lamis,Mais,2026-07-01,397.7
Massakory,Hadjer Lamis,Riz_importe,2024-08-01,387.3
Massakory,Hadjer Lamis,Riz_importe,2024-09-01,364.8
Massakory,Hadjer Lamis,Riz_importe,2024-10-01,431.8
Massakory,Hadjer Lamis,Riz_importe,2024-11-01,454.7
Massakory,Hadjer Lamis,Riz_importe,2024-12-01,405.2
Massakory,Hadjer Lamis,Riz_importe,2025-01-01,491.9
Massakory,Hadjer Lamis,Riz_importe,2025-02-01,478.8
Massakory,Hadjer Lamis,Riz_importe,2025-03-01,519.2
Massakory,Hadjer Lamis,Riz_importe,2025-04-01,541.0
Massakory,Hadjer Lamis,Riz_importe,2025-05-01,624.7
Massakory,Hadjer Lamis,Riz_importe,2025-06-01,567.3
Massakory,Hadjer Lamis,Riz_importe,2025-07-01,588.9
Massakory,Hadjer Lamis,Riz_importe,2025-08-01,608.4
Massakory,Hadjer Lamis,Riz_importe,2025-09-01,583.0
Massakory,Hadjer Lamis,Riz_importe,2025-10-01,639.0
Massakory,Hadjer Lamis,Riz_importe,2025-11-01,602.3
Massakory,Hadjer Lamis,Riz_importe,2025-12-01,609.2
Massakory,Hadjer Lamis,Riz_importe,2026-01-01,711.8
Massakory,Hadjer Lamis,Riz_importe,2026-02-01,765.8
Massakory,Hadjer Lamis,Riz_importe,2026-03-01,706.9
Massakory,Hadjer Lamis,Riz_importe,2026-04-01,722.5
Massakory,Hadjer Lamis,Riz_importe,2026-05-01,712.3
Massakory,Hadjer Lamis,Riz_importe,2026-06-01,603.7
Massakory,Hadjer Lamis,Riz_importe,2026-07-01,696.1
Mao,Kanem,Mil,2024-08-01,277.9
Mao,Kanem,Mil,2024-09-01,250.0
Mao,Kanem,Mil,2024-10-01,270.0
Mao,Kanem,Mil,2024-11-01,303.3
Mao,Kanem,Mil,2024-12-01,286.8
Mao,Kanem,Mil,2025-01-01,330.9
Mao,Kanem,Mil,2025-02-01,321.8
Mao,Kanem,Mil,2025-03-01,340.6
Mao,Kanem,Mil,2025-04-01,308.7
Mao,Kanem,Mil,2025-05-01,440.8
Mao,Kanem,Mil,2025-06-01,397.9
Mao,Kanem,Mil,2025-07-01,375.5
Mao,Kanem,Mil,2025-08-01,415.6
Mao,Kanem,Mil,2025-09-01,426.3
Mao,Kanem,Mil,2025-10-01,373.7
Mao,Kanem,Mil,2025-11-01,378.7
Mao,Kanem,Mil,2025-12-01,429.8
Mao,Kanem,Mil,2026-01-01,488.5
Mao,Kanem,Mil,2026-02-01,512.5
Mao,Kanem,Mil,2026-03-01,523.8
Mao,Kanem,Mil,2026-04-01,465.0
Mao,Kanem,Mil,2026-05-01,471.1
Mao,Kanem,Mil,2026-06-01,458.9
Mao,Kanem,Mil,2026-07-01,426.0
Mao,Kanem,Sorgho,2024-08-01,232.2
Mao,Kanem,Sorgho,2024-09-01,253.6
Mao,Kanem,Sorgho,2024-10-01,266.2
Mao,Kanem,Sorgho,2024-11-01,270.4
Mao,Kanem,Sorgho,2024-12-01,278.1
Mao,Kanem,Sorgho,2025-01-01,288.6
Mao,Kanem,Sorgho,2025-02-01,330.3
Mao,Kanem,Sorgho,2025-03-01,304.4
Mao,Kanem,Sorgho,2025-04-01,314.2
Mao,Kanem,Sorgho,2025-05-01,382.6
Mao,Kanem,Sorgho,2025-06-01,422.0
Mao,Kanem,Sorgho,2025-07-01,366.0
Mao,Kanem,Sorgho,2025-08-01,351.4
Mao,Kanem,Sorgho,2025-09-01,344.1
Mao,Kanem,Sorgho,2025-10-01,336.3
Mao,Kanem,Sorgho,2025-11-01,363.1
Mao,Kanem,Sorgho,2025-12-01,387.1
Mao,Kanem,Sorgho,2026-01-01,477.5
Mao,Kanem,Sorgho,2026-02-01,480.2
Mao,Kanem,Sorgho,2026-03-01,448.9
Mao,Kanem,Sorgho,2026-04-01,446.1
Mao,Kanem,Sorgho,2026-05-01,429.0
Mao,Kanem,Sorgho,2026-06-01,449.1
Mao,Kanem,Sorgho,2026-07-01,420.9
Mao,Kanem,Mais,2024-08-01,220.9
Mao,Kanem,Mais,2024-09-01,226.3
Mao,Kanem,Mais,2024-10-01,236.6
Mao,Kanem,Mais,2024-11-01,230.1
Mao,Kanem,Mais,2024-12-01,237.2
Mao,Kanem,Mais,2025-01-01,266.7
Mao,Kanem,Mais,2025-02-01,267.4
Mao,Kanem,Mais,2025-03-01,306.9
Mao,Kanem,Mais,2025-04-01,257.2
Mao,Kanem,Mais,2025-05-01,367.0
Mao,Kanem,Mais,2025-06-01,343.1
Mao,Kanem,Mais,2025-07-01,335.1
Mao,Kanem,Mais,2025-08-01,332.3
Mao,Kanem,Mais,2025-09-01,311.6
Mao,Kanem,Mais,2025-10-01,340.3
Mao,Kanem,Mais,2025-11-01,336.2
Mao,Kanem,Mais,2025-12-01,361.9
Mao,Kanem,Mais,2026-01-01,411.0
Mao,Kanem,Mais,2026-02-01,429.1
Mao,Kanem,Mais,2026-03-01,380.4
Mao,Kanem,Mais,2026-04-01,369.9
Mao,Kanem,Mais,2026-05-01,409.3
Mao,Kanem,Mais,2026-06-01,384.3
Mao,Kanem,Mais,2026-07-01,380.3
Mao,Kanem,Riz_importe,2024-08-01,387.3
Mao,Kanem,Riz_importe,2024-09-01,356.6
Mao,Kanem,Riz_importe,2024-10-01,390.2
Mao,Kanem,Riz_importe,2024-11-01,424.2
Mao,Kanem,Riz_importe,2024-12-01,409.5
Mao,Kanem,Riz_importe,2025-01-01,514.6
Mao,Kanem,Riz_importe,2025-02-01,540.9
Mao,Kanem,Riz_importe,2025-03-01,514.5
Mao,Kanem,Riz_importe,2025-04-01,540.1
Mao,Kanem,Riz_importe,2025-05-01,689.9
Mao,Kanem,Riz_importe,2025-06-01,621.9
Mao,Kanem,Riz_importe,2025-07-01,588.1
Mao,Kanem,Riz_importe,2025-08-01,620.1
Mao,Kanem,Riz_importe,2025-09-01,648.6
Mao,Kanem,Riz_importe,2025-10-01,581.6
Mao,Kanem,Riz_importe,2025-11-01,596.7
Mao,Kanem,Riz_importe,2025-12-01,656.6
Mao,Kanem,Riz_importe,2026-01-01,719.2
Mao,Kanem,Riz_importe,2026-02-01,683.5
Mao,Kanem,Riz_importe,2026-03-01,746.2
Mao,Kanem,Riz_importe,2026-04-01,757.5
Mao,Kanem,Riz_importe,2026-05-01,744.1
Mao,Kanem,Riz_importe,2026-06-01,640.7
Mao,Kanem,Riz_importe,2026-07-01,600.1
Bol,Lac,Mil,2024-08-01,256.7
Bol,Lac,Mil,2024-09-01,271.3
Bol,Lac,Mil,2024-10-01,269.0
Bol,Lac,Mil,2024-11-01,267.6
Bol,Lac,Mil,2024-12-01,286.7
Bol,Lac,Mil,2025-01-01,344.1
Bol,Lac,Mil,2025-02-01,323.7
Bol,Lac,Mil,2025-03-01,326.7
Bol,Lac,Mil,2025-04-01,335.5
Bol,Lac,Mil,2025-05-01,425.8
Bol,Lac,Mil,2025-06-01,408.6
Bol,Lac,Mil,2025-07-01,391.1
Bol,Lac,Mil,2025-08-01,394.9
Bol,Lac,Mil,2025-09-01,399.6
Bol,Lac,Mil,2025-10-01,389.2
Bol,Lac,Mil,2025-11-01,405.1
Bol,Lac,Mil,2025-12-01,427.1
Bol,Lac,Mil,2026-01-01,491.7
Bol,Lac,Mil,2026-02-01,512.7
Bol,Lac,Mil,2026-03-01,479.5
Bol,Lac,Mil,2026-04-01,451.5
Bol,Lac,Mil,2026-05-01,474.6
Bol,Lac,Mil,2026-06-01,444.8
Bol,Lac,Mil,2026-07-01,434.4
Bol,Lac,Sorgho,2024-08-01,258.6
Bol,Lac,Sorgho,2024-09-01,232.8
Bol,Lac,Sorgho,2024-10-01,235.8
Bol,Lac,Sorgho,2024-11-01,285.9
Bol,Lac,Sorgho,2024-12-01,258.5
Bol,Lac,Sorgho,2025-01-01,278.2
Bol,Lac,Sorgho,2025-02-01,328.4
Bol,Lac,Sorgho,2025-03-01,280.1
Bol,Lac,Sorgho,2025-04-01,274.4
Bol,Lac,Sorgho,2025-05-01,357.9
Bol,Lac,Sorgho,2025-06-01,369.0
Bol,Lac,Sorgho,2025-07-01,363.1
Bol,Lac,Sorgho,2025-08-01,364.7
Bol,Lac,Sorgho,2025-09-01,347.4
Bol,Lac,Sorgho,2025-10-01,307.4
Bol,Lac,Sorgho,2025-11-01,373.6
Bol,Lac,Sorgho,2025-12-01,397.9
Bol,Lac,Sorgho,2026-01-01,439.4
Bol,Lac,Sorgho,2026-02-01,433.7
Bol,Lac,Sorgho,2026-03-01,409.2
Bol,Lac,Sorgho,2026-04-01,429.3
Bol,Lac,Sorgho,2026-05-01,374.3
Bol,Lac,Sorgho,2026-06-01,433.3
Bol,Lac,Sorgho,2026-07-01,347.3
Bol,Lac,Mais,2024-08-01,237.9
Bol,Lac,Mais,2024-09-01,221.8
Bol,Lac,Mais,2024-10-01,218.7
Bol,Lac,Mais,2024-11-01,252.0
Bol,Lac,Mais,2024-12-01,236.6
Bol,Lac,Mais,2025-01-01,263.6
Bol,Lac,Mais,2025-02-01,277.4
Bol,Lac,Mais,2025-03-01,286.3
Bol,Lac,Mais,2025-04-01,257.5
Bol,Lac,Mais,2025-05-01,390.1
Bol,Lac,Mais,2025-06-01,356.0
Bol,Lac,Mais,2025-07-01,337.3
Bol,Lac,Mais,2025-08-01,323.5
Bol,Lac,Mais,2025-09-01,348.8
Bol,Lac,Mais,2025-10-01,336.4
Bol,Lac,Mais,2025-11-01,336.1
Bol,Lac,Mais,2025-12-01,333.7
Bol,Lac,Mais,2026-01-01,404.3
Bol,Lac,Mais,2026-02-01,405.7
Bol,Lac,Mais,2026-03-01,379.8
Bol,Lac,Mais,2026-04-01,386.2
Bol,Lac,Mais,2026-05-01,398.4
Bol,Lac,Mais,2026-06-01,354.6
Bol,Lac,Mais,2026-07-01,359.0
Bol,Lac,Riz_importe,2024-08-01,399.6
Bol,Lac,Riz_importe,2024-09-01,383.1
Bol,Lac,Riz_importe,2024-10-01,431.1
Bol,Lac,Riz_importe,2024-11-01,417.9
Bol,Lac,Riz_importe,2024-12-01,410.2
Bol,Lac,Riz_importe,2025-01-01,449.3
Bol,Lac,Riz_importe,2025-02-01,483.8
Bol,Lac,Riz_importe,2025-03-01,499.7
Bol,Lac,Riz_importe,2025-04-01,488.0
Bol,Lac,Riz_importe,2025-05-01,642.6
Bol,Lac,Riz_importe,2025-06-01,620.0
Bol,Lac,Riz_importe,2025-07-01,582.4
Bol,Lac,Riz_importe,2025-08-01,573.6
Bol,Lac,Riz_importe,2025-09-01,510.6
Bol,Lac,Riz_importe,2025-10-01,610.7
Bol,Lac,Riz_importe,2025-11-01,576.3
Bol,Lac,Riz_importe,2025-12-01,618.6
Bol,Lac,Riz_importe,2026-01-01,670.8
Bol,Lac,Riz_importe,2026-02-01,754.2
Bol,Lac,Riz_importe,2026-03-01,702.6
Bol,Lac,Riz_importe,2026-04-01,696.3
Bol,Lac,Riz_importe,2026-05-01,700.0
Bol,Lac,Riz_importe,2026-06-01,645.4
Bol,Lac,Riz_importe,2026-07-01,635.2
Moundou,Logone Occidental,Mil,2024-08-01,261.0
Moundou,Logone Occidental,Mil,2024-09-01,264.7
Moundou,Logone Occidental,Mil,2024-10-01,256.3
Moundou,Logone Occidental,Mil,2024-11-01,291.9
Moundou,Logone Occidental,Mil,2024-12-01,258.2
Moundou,Logone Occidental,Mil,2025-01-01,301.0
Moundou,Logone Occidental,Mil,2025-02-01,302.3
Moundou,Logone Occidental,Mil,2025-03-01,326.3
Moundou,Logone Occidental,Mil,2025-04-01,312.3
Moundou,Logone Occidental,Mil,2025-05-01,441.0
Moundou,Logone Occidental,Mil,2025-06-01,353.6
Moundou,Logone Occidental,Mil,2025-07-01,372.0
Moundou,Logone Occidental,Mil,2025-08-01,346.3
Moundou,Logone Occidental,Mil,2025-09-01,372.0
Moundou,Logone Occidental,Mil,2025-10-01,393.4
Moundou,Logone Occidental,Mil,2025-11-01,352.7
Moundou,Logone Occidental,Mil,2025-12-01,390.2
Moundou,Logone Occidental,Mil,2026-01-01,415.4
Moundou,Logone Occidental,Mil,2026-02-01,443.9
Moundou,Logone Occidental,Mil,2026-03-01,450.7
Moundou,Logone Occidental,Mil,2026-04-01,438.3
Moundou,Logone Occidental,Mil,2026-05-01,427.6
Moundou,Logone Occidental,Mil,2026-06-01,393.2
Moundou,Logone Occidental,Mil,2026-07-01,372.5
Moundou,Logone Occidental,Sorgho,2024-08-01,248.8
Moundou,Logone Occidental,Sorgho,2024-09-01,247.6
Moundou,Logone Occidental,Sorgho,2024-10-01,234.8
Moundou,Logone Occidental,Sorgho,2024-11-01,247.7
Moundou,Logone Occidental,Sorgho,2024-12-01,252.1
Moundou,Logone Occidental,Sorgho,2025-01-01,274.0
Moundou,Logone Occidental,Sorgho,2025-02-01,290.9
Moundou,Logone Occidental,Sorgho,2025-03-01,298.2
Moundou,Logone Occidental,Sorgho,2025-04-01,265.1
Moundou,Logone Occidental,Sorgho,2025-05-01,343.2
Moundou,Logone Occidental,Sorgho,2025-06-01,390.3
Moundou,Logone Occidental,Sorgho,2025-07-01,363.2
Moundou,Logone Occidental,Sorgho,2025-08-01,340.8
Moundou,Logone Occidental,Sorgho,2025-09-01,364.2
Moundou,Logone Occidental,Sorgho,2025-10-01,351.1
Moundou,Logone Occidental,Sorgho,2025-11-01,325.7
Moundou,Logone Occidental,Sorgho,2025-12-01,392.6
Moundou,Logone Occidental,Sorgho,2026-01-01,397.1
Moundou,Logone Occidental,Sorgho,2026-02-01,412.5
Moundou,Logone Occidental,Sorgho,2026-03-01,417.6
Moundou,Logone Occidental,Sorgho,2026-04-01,394.5
Moundou,Logone Occidental,Sorgho,2026-05-01,390.0
Moundou,Logone Occidental,Sorgho,2026-06-01,368.8
Moundou,Logone Occidental,Sorgho,2026-07-01,355.7
Moundou,Logone Occidental,Mais,2024-08-01,249.7
Moundou,Logone Occidental,Mais,2024-09-01,215.3
Moundou,Logone Occidental,Mais,2024-10-01,238.4
Moundou,Logone Occidental,Mais,2024-11-01,240.0
Moundou,Logone Occidental,Mais,2024-12-01,254.0
Moundou,Logone Occidental,Mais,2025-01-01,269.9
Moundou,Logone Occidental,Mais,2025-02-01,260.4
Moundou,Logone Occidental,Mais,2025-03-01,277.8
Moundou,Logone Occidental,Mais,2025-04-01,276.2
Moundou,Logone Occidental,Mais,2025-05-01,325.0
Moundou,Logone Occidental,Mais,2025-06-01,352.5
Moundou,Logone Occidental,Mais,2025-07-01,335.8
Moundou,Logone Occidental,Mais,2025-08-01,305.8
Moundou,Logone Occidental,Mais,2025-09-01,294.6
Moundou,Logone Occidental,Mais,2025-10-01,337.5
Moundou,Logone Occidental,Mais,2025-11-01,306.1
Moundou,Logone Occidental,Mais,2025-12-01,348.1
Moundou,Logone Occidental,Mais,2026-01-01,348.7
Moundou,Logone Occidental,Mais,2026-02-01,347.6
Moundou,Logone Occidental,Mais,2026-03-01,372.5
Moundou,Logone Occidental,Mais,2026-04-01,376.3
Moundou,Logone Occidental,Mais,2026-05-01,370.2
Moundou,Logone Occidental,Mais,2026-06-01,371.7
Moundou,Logone Occidental,Mais,2026-07-01,319.6
Moundou,Logone Occidental,Riz_importe,2024-08-01,426.4
Moundou,Logone Occidental,Riz_importe,2024-09-01,372.1
Moundou,Logone Occidental,Riz_importe,2024-10-01,387.0
Moundou,Logone Occidental,Riz_importe,2024-11-01,384.0
Moundou,Logone Occidental,Riz_importe,2024-12-01,413.3
Moundou,Logone Occidental,Riz_importe,2025-01-01,489.8
Moundou,Logone Occidental,Riz_importe,2025-02-01,518.5
Moundou,Logone Occidental,Riz_importe,2025-03-01,452.6
Moundou,Logone Occidental,Riz_importe,2025-04-01,482.3
Moundou,Logone Occidental,Riz_importe,2025-05-01,628.0
Moundou,Logone Occidental,Riz_importe,2025-06-01,565.0
Moundou,Logone Occidental,Riz_importe,2025-07-01,575.6
Moundou,Logone Occidental,Riz_importe,2025-08-01,549.2
Moundou,Logone Occidental,Riz_importe,2025-09-01,581.6
Moundou,Logone Occidental,Riz_importe,2025-10-01,564.0
Moundou,Logone Occidental,Riz_importe,2025-11-01,570.9
Moundou,Logone Occidental,Riz_importe,2025-12-01,601.7
Moundou,Logone Occidental,Riz_importe,2026-01-01,651.0
Moundou,Logone Occidental,Riz_importe,2026-02-01,640.1
Moundou,Logone Occidental,Riz_importe,2026-03-01,624.5
Moundou,Logone Occidental,Riz_importe,2026-04-01,689.3
Moundou,Logone Occidental,Riz_importe,2026-05-01,600.6
Moundou,Logone Occidental,Riz_importe,2026-06-01,606.4
Moundou,Logone Occidental,Riz_importe,2026-07-01,472.2
Doba,Logone Oriental,Mil,2024-08-01,277.1
Doba,Logone Oriental,Mil,2024-09-01,263.6
Doba,Logone Oriental,Mil,2024-10-01,272.8
Doba,Logone Oriental,Mil,2024-11-01,276.1
Doba,Logone Oriental,Mil,2024-12-01,282.2
Doba,Logone Oriental,Mil,2025-01-01,290.2
Doba,Logone Oriental,Mil,2025-02-01,322.2
Doba,Logone Oriental,Mil,2025-03-01,331.1
Doba,Logone Oriental,Mil,2025-04-01,291.8
Doba,Logone Oriental,Mil,2025-05-01,419.7
Doba,Logone Oriental,Mil,2025-06-01,401.7
Doba,Logone Oriental,Mil,2025-07-01,395.4
Doba,Logone Oriental,Mil,2025-08-01,361.5
Doba,Logone Oriental,Mil,2025-09-01,388.3
Doba,Logone Oriental,Mil,2025-10-01,377.6
Doba,Logone Oriental,Mil,2025-11-01,392.7
Doba,Logone Oriental,Mil,2025-12-01,374.2
Doba,Logone Oriental,Mil,2026-01-01,426.1
Doba,Logone Oriental,Mil,2026-02-01,459.4
Doba,Logone Oriental,Mil,2026-03-01,426.1
Doba,Logone Oriental,Mil,2026-04-01,463.5
Doba,Logone Oriental,Mil,2026-05-01,433.2
