hhid,rang,age,sexe,niveau_educ
00344,1,48.0,1,Aucun
00344,2,,1,Primaire
00344,3,64.0,1,Aucun
00344,4,34.0,2,Primaire
00344,5,2.0,2,
00344,6,2.0,2,Aucun
00344,7,54.0,1,Secondaire
00345,1,59.0,1,Secondaire
00345,2,,1,Aucun
00345,3,35.0,1,Superieur
00345,4,12.0,1,Secondaire
00345,5,23.0,2,Primaire
00346,1,34.0,1,Aucun
00346,2,54.0,2,Secondaire
00346,3,29.0,2,Aucun
00346,4,40.0,2,Aucun
00346,5,20.0,1,Superieur
00346,6,1.0,1,Aucun
00347,1,30.0,1,Aucun
00347,2,66.0,2,
00347,3,60.0,1,Secondaire
00347,4,35.0,1,Aucun
00347,5,16.0,2,Aucun
00347,6,44.0,2,Primaire
00347,7,21.0,2,Secondaire
00348,1,23.0,1,
00348,2,36.0,1,Secondaire
00348,3,62.0,2,
00348,4,7.0,1,
00349,1,44.0,1,Aucun
00349,2,73.0,2,Aucun
00349,3,57.0,1,Aucun
00349,4,57.0,1,Primaire
00349,5,33.0,2,Secondaire
00349,6,14.0,1,Primaire
00349,7,29.0,1,Aucun
00349,8,28.0,2,Aucun
00349,9,37.0,2,Primaire
00349,10,41.0,1,Primaire
00350,1,40.0,1,Aucun
00350,2,74.0,2,Aucun
00350,3,55.0,2,Aucun
00350,4,5.0,1,
00350,5,72.0,2,Primaire
00350,6,55.0,2,Primaire
00350,7,41.0,1,Primaire
00351,1,45.0,1,Aucun
00351,2,21.0,1,Secondaire
00351,3,9.0,2,Secondaire
00351,4,73.0,2,Aucun
00351,5,0.0,1,Aucun
00351,6,10.0,2,Primaire
00351,7,,2,Superieur
00351,8,63.0,2,Aucun
00351,9,34.0,1,Aucun
00352,1,29.0,1,Aucun
00352,2,,1,Aucun
00352,3,45.0,1,Primaire
00352,4,62.0,2,Aucun
00352,5,73.0,1,Primaire
00352,6,27.0,1,Primaire
00352,7,18.0,1,Aucun
00352,8,73.0,1,Aucun
00352,9,64.0,1,Secondaire
00352,10,73.0,2,Primaire
00352,11,48.0,1,Primaire
00353,1,43.0,1,
00353,2,31.0,1,Secondaire
00353,3,65.0,2,
00354,1,37.0,1,Aucun
00354,2,5.0,1,Aucun
00354,3,58.0,2,Primaire
00354,4,,1,Aucun
00355,1,41.0,1,
00355,2,54.0,1,Aucun
00355,3,64.0,1,Secondaire
00355,4,34.0,1,Aucun
00355,5,8.0,1,Primaire
00356,1,37.0,1,Aucun
00356,2,31.0,2,Primaire
00356,3,54.0,2,Primaire
00356,4,72.0,2,Secondaire
00356,5,7.0,1,Aucun
00356,6,32.0,2,Aucun
00357,1,49.0,1,Superieur
00357,2,26.0,1,Primaire
00357,3,8.0,1,Secondaire
00357,4,45.0,2,Primaire
00357,5,46.0,2,Secondaire
00357,6,25.0,1,Primaire
00358,1,41.0,2,Aucun
00358,2,14.0,2,Primaire
00358,3,55.0,1,Primaire
00358,4,36.0,2,Primaire
00358,5,72.0,1,Secondaire
00358,6,20.0,1,Primaire
00358,7,34.0,1,Secondaire
00359,1,37.0,2,Primaire
00359,2,62.0,1,Aucun
00359,3,19.0,2,Primaire
00359,4,27.0,1,Aucun
00359,5,37.0,2,Aucun
00359,6,28.0,2,Secondaire
00359,7,60.0,1,Primaire
00360,1,40.0,1,Aucun
00360,2,5.0,2,Aucun
00360,3,12.0,2,Primaire
00360,4,48.0,2,Secondaire
00361,1,45.0,2,Aucun
00361,2,7.0,1,Primaire
00361,3,26.0,1,Aucun
00361,4,33.0,2,
00361,5,22.0,2,Primaire
00361,6,52.0,1,Aucun
00361,7,71.0,1,Secondaire
00362,1,44.0,1,Primaire
00362,2,12.0,2,
00362,3,36.0,2,Aucun
00362,4,38.0,1,Secondaire
00362,5,28.0,1,Aucun
00362,6,44.0,1,Aucun
00362,7,16.0,1,Secondaire
00363,1,52.0,1,Aucun
00363,2,36.0,1,Aucun
00363,3,24.0,1,Primaire
00363,4,68.0,1,Aucun
00363,5,52.0,1,Secondaire
00363,6,0.0,2,
00363,7,32.0,2,Aucun
00363,8,37.0,1,Aucun
00364,1,69.0,1,Secondaire
00364,2,23.0,2,Superieur
00364,3,60.0,2,Aucun
00364,4,74.0,2,Aucun
00365,1,28.0,2,Aucun
00366,1,50.0,2,Aucun
00366,2,16.0,1,Primaire
00366,3,48.0,2,Superieur
00366,4,33.0,1,Aucun
00366,5,7.0,1,Secondaire
00366,6,25.0,2,Secondaire
00366,7,71.0,2,Aucun
00366,8,2.0,1,Aucun
00366,9,,1,Primaire
00366,10,43.0,2,Secondaire
00366,11,2.0,1,Aucun
00366,12,11.0,1,Primaire
00366,13,39.0,1,Primaire
00367,1,53.0,1,
00367,2,22.0,2,Primaire
00367,3,55.0,1,Primaire
00367,4,61.0,2,Secondaire
00367,5,73.0,2,Primaire
00368,1,39.0,1,Aucun
00368,2,15.0,2,Aucun
00368,3,10.0,1,Primaire
00368,4,4.0,2,Aucun
00368,5,43.0,1,Superieur
00368,6,0.0,2,Aucun
00368,7,3.0,1,Aucun
00369,1,21.0,1,Aucun
00369,2,62.0,2,Primaire
00369,3,28.0,1,Aucun
00369,4,58.0,2,Primaire
00370,1,34.0,1,Secondaire
00370,2,64.0,1,Aucun
00370,3,55.0,1,Secondaire
00370,4,17.0,1,Secondaire
00370,5,55.0,1,Secondaire
00371,1,42.0,1,Secondaire
00371,2,42.0,1,Aucun
00371,3,10.0,1,Aucun
00372,1,53.0,1,Aucun
00372,2,51.0,2,Aucun
00372,3,35.0,2,Secondaire
00372,4,74.0,1,Aucun
00372,5,9.0,2,Primaire
00373,1,46.0,1,
00373,2,41.0,2,Aucun
00373,3,24.0,1,Secondaire
00373,4,15.0,1,Aucun
00373,5,63.0,1,Aucun
00373,6,50.0,1,Primaire
00374,1,51.0,1,Aucun
00374,2,26.0,1,Aucun
00374,3,27.0,2,Aucun
00374,4,22.0,1,Aucun
00374,5,74.0,1,Primaire
00375,1,52.0,1,Aucun
00375,2,59.0,2,Aucun
00376,1,24.0,1,Aucun
00376,2,44.0,2,Secondaire
00376,3,30.0,2,Primaire
00376,4,68.0,2,Secondaire
00376,5,57.0,1,Aucun
00377,1,29.0,1,Aucun
00377,2,65.0,1,Secondaire
00377,3,37.0,2,Aucun
00377,4,48.0,2,Secondaire
00377,5,51.0,2,Primaire
00378,1,45.0,2,Secondaire
00378,2,3.0,2,Aucun
00378,3,26.0,1,Primaire
00378,4,64.0,1,Primaire
00378,5,69.0,2,Secondaire
00379,1,36.0,1,Aucun
00379,2,47.0,1,Primaire
00379,3,57.0,1,Secondaire
00379,4,64.0,1,Secondaire
00379,5,44.0,2,Secondaire
00379,6,40.0,1,Aucun
00379,7,21.0,2,Aucun
00379,8,57.0,1,Secondaire
00380,1,49.0,1,Secondaire
00380,2,49.0,2,Secondaire
00380,3,14.0,2,Secondaire
00380,4,43.0,1,Primaire
00381,1,47.0,1,Primaire
00381,2,60.0,2,Primaire
00381,3,47.0,1,Primaire
00381,4,11.0,1,Primaire
00381,5,27.0,1,Aucun
00381,6,28.0,2,Aucun
00382,1,34.0,1,Aucun
00382,2,21.0,2,Aucun
00382,3,41.0,2,Primaire
00382,4,37.0,1,Aucun
00382,5,37.0,2,Aucun
00382,6,13.0,1,Secondaire
00382,7,70.0,1,Aucun
00383,1,32.0,1,Aucun
00383,2,36.0,1,Aucun
00383,3,54.0,2,Aucun
00383,4,55.0,2,Primaire
00383,5,14.0,1,Aucun
00384,1,39.0,1,Primaire
00384,2,3.0,2,
00385,1,63.0,1,Superieur
00385,2,12.0,1,Aucun
00385,3,13.0,1,Secondaire
00385,4,67.0,1,Secondaire
00385,5,,2,Secondaire
00385,6,40.0,1,Primaire
00385,7,57.0,2,
00385,8,8.0,2,Primaire
00385,9,32.0,2,Secondaire
00386,1,55.0,2,Primaire
00386,2,28.0,2,Primaire
00386,3,13.0,1,Aucun
00386,4,14.0,1,Secondaire
00386,5,27.0,2,Aucun
00386,6,30.0,2,Secondaire
00386,7,15.0,1,Primaire
00386,8,55.0,1,Secondaire
00387,1,61.0,1,Primaire
00387,2,72.0,2,Primaire
00387,3,22.0,2,Aucun
00387,4,32.0,2,Primaire
00388,1,33.0,1,Aucun
00388,2,71.0,2,Primaire
00388,3,36.0,1,Primaire
00389,1,35.0,1,Secondaire
00389,2,8.0,1,Secondaire
00389,3,1.0,2,Aucun
00389,4,52.0,2,Aucun
00389,5,32.0,2,Aucun
00389,6,1.0,2,Aucun
00389,7,29.0,1,
00389,8,7.0,1,Aucun
00389,9,19.0,2,
00389,10,58.0,1,Secondaire
00390,1,54.0,1,Secondaire
00390,2,73.0,1,Primaire
00390,3,58.0,1,Primaire
00390,4,29.0,1,Primaire
00390,5,57.0,1,Primaire
00391,1,47.0,1,Aucun
00391,2,19.0,1,Primaire
00391,3,71.0,1,Primaire
00391,4,4.0,1,Aucun
00391,5,32.0,2,Aucun
00391,6,74.0,2,Aucun
00391,7,57.0,1,Aucun
00391,8,45.0,2,Secondaire
00391,9,45.0,2,Aucun
00391,10,26.0,2,Aucun
00391,11,45.0,1,Aucun
00391,12,74.0,2,Aucun
00392,1,45.0,1,Aucun
00392,2,63.0,2,Primaire
00392,3,21.0,2,Aucun
00392,4,60.0,1,Aucun
00392,5,32.0,2,Aucun
00392,6,10.0,1,Aucun
00392,7,64.0,1,Aucun
00392,8,55.0,1,Aucun
00393,1,53.0,2,Secondaire
00393,2,17.0,2,Secondaire
00393,3,74.0,1,Secondaire
00393,4,44.0,1,Aucun
00393,5,27.0,1,Primaire
00393,6,22.0,1,Aucun
00393,7,10.0,1,Primaire
00394,1,56.0,2,Primaire
00394,2,41.0,2,Superieur
00394,3,66.0,1,Aucun
00394,4,39.0,2,Aucun
00395,1,39.0,1,Primaire
00395,2,4.0,2,Aucun
00395,3,9.0,2,Primaire
00395,4,29.0,1,Secondaire
00395,5,0.0,2,Aucun
00395,6,67.0,2,Aucun
00395,7,34.0,2,Secondaire
00395,8,48.0,1,Aucun
00395,9,32.0,2,Aucun
00395,10,69.0,1,Aucun
00396,1,66.0,1,Primaire
00396,2,24.0,2,Aucun
00397,1,47.0,1,Superieur
00397,2,10.0,2,Aucun
00397,3,33.0,2,Aucun
00397,4,24.0,2,Aucun
00397,5,25.0,2,Aucun
00398,1,56.0,1,Secondaire
00398,2,61.0,1,Aucun
00398,3,39.0,1,Secondaire
00398,4,7.0,2,Secondaire
00398,5,14.0,1,Aucun
00398,6,37.0,1,Aucun
00398,7,37.0,2,Primaire
00398,8,53.0,2,Aucun
00398,9,32.0,2,Secondaire
00398,10,1.0,1,Aucun
00398,11,74.0,1,Secondaire
00398,12,74.0,1,Primaire
00398,13,31.0,1,
00398,14,50.0,2,Aucun
00399,1,31.0,1,Primaire
00399,2,22.0,1,
00399,3,48.0,2,Secondaire
00399,4,69.0,2,Primaire
00400,1,38.0,2,Aucun
00400,2,31.0,1,Secondaire
00400,3,20.0,1,Secondaire
00400,4,57.0,2,Primaire
00401,1,38.0,2,Primaire
00401,2,64.0,2,Primaire
00401,3,55.0,1,Aucun
00402,1,55.0,1,Aucun
00402,2,31.0,1,Aucun
00402,3,59.0,2,Primaire
00402,4,68.0,2,Secondaire
00402,5,13.0,2,Aucun
00402,6,23.0,1,
00402,7,20.0,2,
00402,8,72.0,2,Secondaire
00403,1,32.0,1,Aucun
00403,2,66.0,2,Secondaire
00403,3,29.0,1,Aucun
00403,4,62.0,2,Aucun
00403,5,21.0,2,Aucun
00404,1,53.0,1,Aucun
00404,2,23.0,1,Secondaire
00404,3,57.0,1,Aucun
00405,1,65.0,2,Primaire
00405,2,19.0,2,Secondaire
00405,3,51.0,1,Aucun
00405,4,15.0,2,Primaire
00405,5,45.0,2,Secondaire
00405,6,64.0,2,Superieur
00405,7,2.0,1,Aucun
00405,8,17.0,2,Aucun
00405,9,19.0,1,Aucun
00406,1,21.0,1,Aucun
00406,2,72.0,1,Primaire
00406,3,52.0,2,Aucun
00406,4,65.0,1,Primaire
00406,5,21.0,1,Primaire
00406,6,21.0,1,Secondaire
00407,1,27.0,1,Aucun
00407,2,31.0,2,Primaire
00407,3,36.0,1,Primaire
00407,4,57.0,2,Primaire
00407,5,49.0,1,Aucun
00407,6,38.0,1,Primaire
00407,7,43.0,1,Aucun
00407,8,67.0,1,Aucun
00407,9,24.0,2,Aucun
00407,10,72.0,2,Primaire
00408,1,53.0,1,Secondaire
00408,2,1.0,2,Aucun
00408,3,30.0,1,Secondaire
00408,4,35.0,2,Aucun
00408,5,63.0,1,Aucun
00408,6,30.0,1,Secondaire
00408,7,31.0,2,Aucun
00409,1,47.0,1,Secondaire
00409,2,64.0,2,Primaire
00409,3,23.0,2,Primaire
00409,4,28.0,1,Aucun
00409,5,42.0,1,Secondaire
00409,6,58.0,1,Primaire
00409,7,10.0,2,Secondaire
00409,8,36.0,1,Primaire
00410,1,47.0,2,Primaire
00410,2,74.0,2,Secondaire
00410,3,70.0,2,Primaire
00410,4,55.0,2,Secondaire
00410,5,2.0,1,Aucun
00410,6,64.0,2,Primaire
00410,7,8.0,2,Aucun
00410,8,21.0,1,Secondaire
00410,9,71.0,1,Aucun
00411,1,39.0,1,Primaire
00411,2,15.0,2,
00411,3,47.0,1,Primaire
00411,4,11.0,1,Primaire
00411,5,61.0,1,Aucun
00411,6,28.0,1,Primaire
00412,1,43.0,2,Secondaire
00412,2,54.0,1,Primaire
00412,3,26.0,1,Secondaire
00412,4,62.0,2,Primaire
00412,5,70.0,1,Secondaire
00413,1,63.0,2,Aucun
00413,2,23.0,1,Primaire
00413,3,56.0,2,Aucun
00413,4,55.0,2,Aucun
00413,5,47.0,2,Aucun
00414,1,51.0,1,Secondaire
00414,2,21.0,2,Primaire
00414,3,7.0,2,Primaire
00414,4,44.0,1,Primaire
00414,5,16.0,2,Aucun
00414,6,38.0,2,Primaire
00414,7,34.0,2,Primaire
00414,8,52.0,1,Secondaire
00414,9,44.0,2,Secondaire
00414,10,24.0,2,Primaire
00415,1,43.0,1,Aucun
00415,2,24.0,1,Aucun
00415,3,3.0,2,Aucun
00415,4,51.0,2,Secondaire
00415,5,31.0,1,Secondaire
00415,6,58.0,2,Primaire
00416,1,39.0,1,Aucun
00416,2,7.0,2,Secondaire
00416,3,20.0,1,Secondaire
00416,4,24.0,2,Primaire
00416,5,28.0,2,Aucun
00416,6,24.0,1,Secondaire
00416,7,,2,Primaire
00416,8,40.0,2,Primaire
00417,1,34.0,2,Aucun
00417,2,3.0,1,Aucun
00417,3,,1,Secondaire
00418,1,46.0,1,Primaire
00418,2,43.0,2,Aucun
00418,3,68.0,2,Primaire
00418,4,39.0,2,Primaire
00418,5,45.0,1,Primaire
00418,6,24.0,2,Aucun
00418,7,18.0,1,Primaire
00418,8,73.0,1,Primaire
00419,1,48.0,1,Primaire
00419,2,17.0,2,Primaire
00419,3,33.0,2,Aucun
00419,4,0.0,2,Aucun
00419,5,68.0,1,Aucun
00419,6,66.0,2,Secondaire
00419,7,68.0,2,Secondaire
00419,8,16.0,2,Secondaire
00419,9,11.0,2,Secondaire
00419,10,33.0,2,Aucun
00420,1,38.0,2,Primaire
00420,2,29.0,1,Primaire
00420,3,40.0,2,Secondaire
00420,4,70.0,2,Aucun
00420,5,43.0,2,Aucun
00420,6,73.0,2,Secondaire
00421,1,68.0,1,Aucun
00421,2,56.0,2,Aucun
00421,3,45.0,2,Secondaire
00421,4,7.0,2,Superieur
00421,5,1.0,2,Aucun
00422,1,53.0,1,Primaire
00422,2,11.0,1,Aucun
00422,3,33.0,1,Secondaire
00422,4,68.0,2,Aucun
00422,5,,2,Primaire
00422,6,11.0,2,Secondaire
00422,7,26.0,2,Aucun
00422,8,39.0,1,Superieur
00423,1,43.0,1,Primaire
00423,2,6.0,2,Primaire
00423,3,44.0,2,Aucun
00423,4,46.0,2,Primaire
00423,5,24.0,1,Secondaire
00423,6,0.0,2,Aucun
00423,7,69.0,1,
00423,8,69.0,1,Secondaire
00423,9,29.0,1,Primaire
00424,1,34.0,1,Primaire
00424,2,43.0,2,Aucun
00424,3,39.0,1,Primaire
00424,4,27.0,2,Primaire
00424,5,28.0,2,Primaire
00425,1,46.0,1,Aucun
00425,2,69.0,1,Secondaire
00425,3,16.0,2,Aucun
00425,4,59.0,1,Primaire
00425,5,57.0,1,Secondaire
00425,6,46.0,2,Primaire
00425,7,11.0,2,Aucun
00426,1,42.0,1,Aucun
00426,2,19.0,1,Secondaire
00426,3,23.0,2,Aucun
00426,4,,2,Primaire
00427,1,31.0,1,
00427,2,51.0,1,Superieur
00427,3,28.0,1,Primaire
00427,4,44.0,1,Aucun
00427,5,55.0,2,Secondaire
00427,6,53.0,1,Aucun
00427,7,42.0,2,Aucun
00428,1,45.0,1,Aucun
00428,2,47.0,2,Aucun
00428,3,23.0,1,Aucun
00428,4,10.0,1,Secondaire
00428,5,18.0,2,Primaire
00429,1,28.0,2,Aucun
00429,2,43.0,1,Primaire
00429,3,1.0,2,Aucun
00429,4,41.0,2,Secondaire
00429,5,70.0,2,Secondaire
00429,6,46.0,1,Aucun
00429,7,24.0,2,Secondaire
00430,1,38.0,1,Aucun
00430,2,10.0,1,Superieur
00430,3,18.0,2,Aucun
00431,1,46.0,1,
00431,2,53.0,2,Aucun
00431,3,37.0,2,
00431,4,57.0,1,
00431,5,74.0,1,Secondaire
00431,6,70.0,2,Aucun
00432,1,43.0,1,Aucun
00432,2,52.0,2,Aucun
00432,3,11.0,2,Primaire
00432,4,22.0,1,Superieur
00432,5,60.0,1,Aucun
00433,1,36.0,1,Aucun
00433,2,18.0,2,Primaire
00433,3,39.0,2,Superieur
00433,4,37.0,1,Aucun
00433,5,16.0,1,Primaire
00433,6,8.0,1,Aucun
00433,7,15.0,1,Secondaire
00433,8,59.0,1,Aucun
00433,9,46.0,2,Aucun
00433,10,48.0,2,Aucun
00433,11,61.0,1,Primaire
00434,1,52.0,2,Aucun
00434,2,40.0,1,Secondaire
00434,3,63.0,2,Secondaire
00434,4,34.0,1,Secondaire
00434,5,34.0,2,Secondaire
00434,6,62.0,1,Aucun
00434,7,14.0,1,Secondaire
00435,1,34.0,1,
00435,2,24.0,2,Primaire
00435,3,59.0,2,Primaire
00435,4,30.0,2,Aucun
00435,5,4.0,2,Aucun
00435,6,31.0,2,Primaire
00436,1,33.0,1,Primaire
00436,2,2.0,1,Aucun
00436,3,59.0,2,Aucun
00436,4,14.0,2,Secondaire
00436,5,42.0,1,Aucun
00436,6,25.0,2,Primaire
00436,7,72.0,2,Primaire
00436,8,61.0,2,Secondaire
00436,9,26.0,2,Primaire
00437,1,46.0,1,Aucun
00437,2,69.0,2,Primaire
00437,3,29.0,2,Secondaire
00437,4,7.0,2,Primaire
00437,5,12.0,2,Aucun
00437,6,30.0,1,Aucun
00438,1,20.0,1,Aucun
00438,2,19.0,1,Secondaire
00438,3,24.0,1,Secondaire
00439,1,51.0,1,Primaire
00439,2,53.0,2,Primaire
00439,3,44.0,2,Primaire
00439,4,35.0,2,Primaire
00439,5,12.0,2,Primaire
00439,6,36.0,2,Secondaire
00439,7,1.0,1,Aucun
00439,8,0.0,2,Aucun
00439,9,31.0,2,Primaire
00440,1,33.0,1,Aucun
00440,2,56.0,1,Primaire
00440,3,44.0,1,Secondaire
00440,4,50.0,2,Primaire
00441,1,41.0,2,
00441,2,17.0,1,Primaire
00441,3,55.0,1,
00441,4,41.0,1,
00442,1,66.0,1,Aucun
00442,2,17.0,2,Aucun
00442,3,34.0,2,Aucun
00442,4,36.0,1,
00442,5,16.0,1,Primaire
00442,6,7.0,1,Secondaire
00442,7,67.0,2,Secondaire
00443,1,44.0,1,Aucun
00443,2,65.0,1,Aucun
00443,3,6.0,2,
00444,1,35.0,1,Aucun
00444,2,19.0,2,Primaire
00444,3,16.0,1,Primaire
00444,4,68.0,2,Aucun
00444,5,12.0,2,Aucun
00444,6,47.0,1,Primaire
00444,7,,1,Secondaire
00444,8,43.0,1,Secondaire
00445,1,42.0,2,Aucun
00445,2,67.0,2,Aucun
00445,3,1.0,1,
00445,4,23.0,1,Aucun
00445,5,3.0,1,Aucun
00445,6,73.0,1,Primaire
00446,1,30.0,1,Primaire
00446,2,1.0,2,Aucun
00446,3,12.0,2,
00446,4,52.0,1,Primaire
00446,5,6.0,2,Primaire
00446,6,60.0,1,Primaire
00447,1,48.0,2,Aucun
00447,2,41.0,2,Aucun
00447,3,20.0,2,Primaire
00447,4,72.0,2,Primaire
00448,1,37.0,1,Aucun
00448,2,2.0,1,Aucun
00448,3,50.0,2,Primaire
00448,4,12.0,2,Primaire
00448,5,71.0,2,Primaire
00448,6,74.0,1,Primaire
00448,7,70.0,1,Primaire
00449,1,28.0,1,Aucun
00449,2,57.0,2,
00449,3,29.0,1,Aucun
00449,4,61.0,2,Secondaire
00449,5,58.0,1,Primaire
00449,6,9.0,2,Secondaire
00449,7,33.0,1,Aucun
00449,8,40.0,1,Primaire
00449,9,27.0,1,
00449,10,40.0,1,Primaire
00450,1,40.0,1,Primaire
00450,2,54.0,1,Primaire
00451,1,61.0,1,Aucun
00451,2,14.0,2,
00451,3,1.0,2,Aucun
00451,4,11.0,1,Aucun
00451,5,63.0,1,Aucun
00451,6,43.0,1,Aucun
00451,7,4.0,2,Aucun
00451,8,19.0,1,Aucun
00451,9,62.0,1,Secondaire
00452,1,54.0,1,Primaire
00452,2,6.0,1,Aucun
00452,3,42.0,2,Aucun
00452,4,41.0,2,Primaire
00452,5,4.0,1,Aucun
00452,6,36.0,1,Aucun
00452,7,61.0,2,Superieur
00452,8,68.0,2,Secondaire
00453,1,55.0,1,Superieur
00453,2,30.0,1,Aucun
00453,3,57.0,1,Primaire
00453,4,42.0,2,Secondaire
00453,5,10.0,2,Aucun
00454,1,46.0,1,Aucun
00454,2,61.0,1,Primaire
00454,3,64.0,1,Aucun
00454,4,23.0,2,Primaire
00454,5,24.0,2,Primaire
00454,6,20.0,2,Primaire
00454,7,31.0,2,Secondaire
00454,8,50.0,2,Primaire
00454,9,46.0,1,Aucun
00454,10,72.0,1,Primaire
00455,1,32.0,1,Secondaire
00455,2,68.0,1,Secondaire
00455,3,21.0,1,Aucun
00455,4,45.0,2,Aucun
00455,5,48.0,1,Secondaire
00455,6,71.0,1,Primaire
00456,1,39.0,1,Aucun
00456,2,63.0,1,Primaire
00456,3,19.0,1,Aucun
00456,4,0.0,2,Aucun
00456,5,61.0,2,Primaire
00456,6,50.0,2,Primaire
00456,7,11.0,1,Aucun
00457,1,40.0,1,Primaire
00457,2,66.0,2,Primaire
00457,3,42.0,1,Primaire
00457,4,64.0,1,Aucun
00457,5,29.0,1,Primaire
00458,1,56.0,1,Superieur
00458,2,5.0,1,Aucun
00458,3,26.0,1,Secondaire
00459,1,57.0,1,Aucun
00459,2,19.0,1,Aucun
00459,3,44.0,2,Primaire
00459,4,28.0,2,Aucun
00460,1,67.0,1,Aucun
00460,2,57.0,2,Primaire
00460,3,46.0,2,Aucun
00460,4,39.0,1,Secondaire
00461,1,46.0,1,Aucun
00462,1,29.0,2,Primaire
00462,2,30.0,1,Aucun
00462,3,11.0,2,Aucun
00462,4,38.0,1,Aucun
00462,5,58.0,2,Secondaire
00462,6,18.0,2,Aucun
00462,7,4.0,1,Aucun
00462,8,47.0,1,Primaire
00463,1,46.0,1,Aucun
00463,2,25.0,1,Aucun
00463,3,15.0,1,Aucun
00463,4,19.0,1,Primaire
00463,5,12.0,1,Aucun
00463,6,45.0,2,Aucun
00463,7,26.0,2,Aucun
00463,8,38.0,1,Aucun
00463,9,71.0,2,Primaire
00464,1,45.0,1,Secondaire
00464,2,64.0,2,Primaire
00464,3,52.0,2,Aucun
00464,4,44.0,1,Aucun
00464,5,25.0,1,Primaire
00464,6,56.0,2,Primaire
00464,7,66.0,2,
00464,8,21.0,1,Primaire
00464,9,58.0,2,Primaire
00465,1,33.0,1,Primaire
00465,2,55.0,2,Primaire
00465,3,4.0,2,Aucun
00465,4,55.0,2,Aucun
00465,5,9.0,2,Primaire
00465,6,66.0,2,Aucun
00466,1,36.0,2,
00466,2,35.0,2,Superieur
00466,3,47.0,2,Secondaire
00466,4,55.0,2,Aucun
00466,5,26.0,1,Aucun
00467,1,39.0,1,Aucun
00467,2,58.0,1,Secondaire
00468,1,40.0,1,Primaire
00468,2,10.0,1,Primaire
00468,3,33.0,2,Aucun
00468,4,44.0,2,Primaire
00468,5,1.0,1,Aucun
00468,6,9.0,2,Primaire
00469,1,31.0,1,Secondaire
00469,2,45.0,1,Primaire
00469,3,21.0,1,Secondaire
00469,4,29.0,2,Secondaire
00469,5,7.0,1,Aucun
00469,6,24.0,1,Secondaire
00469,7,4.0,1,Aucun
00469,8,12.0,2,Primaire
00469,9,22.0,1,Aucun
00469,10,57.0,1,Aucun
00469,11,27.0,2,Aucun
00469,12,31.0,1,Aucun
00470,1,43.0,2,Secondaire
00470,2,65.0,1,Primaire
00470,3,27.0,2,Secondaire
00470,4,35.0,2,Aucun
00470,5,62.0,2,
00471,1,33.0,2,Secondaire
00471,2,20.0,1,Aucun
00471,3,36.0,2,Aucun
00471,4,56.0,2,Secondaire
00471,5,32.0,2,Aucun
00471,6,58.0,2,Primaire
00471,7,27.0,1,Secondaire
00472,1,32.0,1,Aucun
00472,2,67.0,1,Primaire
00472,3,70.0,2,Secondaire
00472,4,50.0,1,Aucun
00472,5,58.0,2,Aucun
00472,6,18.0,1,Aucun
00472,7,43.0,1,Aucun
00472,8,9.0,1,Aucun
00472,9,18.0,2,Secondaire
00473,1,61.0,2,Aucun
00473,2,51.0,1,Aucun
00473,3,45.0,1,
00473,4,11.0,2,Secondaire
00473,5,15.0,2,Secondaire
00473,6,57.0,2,Aucun
00473,7,17.0,2,Secondaire
00473,8,36.0,1,Aucun
00473,9,55.0,1,Primaire
00473,10,60.0,2,Primaire
00474,1,37.0,1,Secondaire
00474,2,64.0,2,Aucun
00474,3,10.0,1,Secondaire
00474,4,32.0,1,Aucun
00474,5,41.0,2,Primaire
00474,6,30.0,1,
00474,7,7.0,1,Secondaire
00474,8,44.0,2,Primaire
00475,1,41.0,1,Secondaire
00475,2,54.0,1,Aucun
00475,3,43.0,1,Aucun
00475,4,68.0,2,Secondaire
00475,5,55.0,1,Primaire
00475,6,36.0,2,Secondaire
00476,1,45.0,1,Aucun
00476,2,20.0,2,Primaire
00476,3,3.0,2,Aucun
00476,4,26.0,2,Secondaire
00476,5,33.0,1,Primaire
00476,6,27.0,2,Aucun
00476,7,30.0,1,Primaire
00477,1,59.0,2,Primaire
00477,2,69.0,2,Primaire
00478,1,55.0,1,Aucun
00478,2,50.0,2,Aucun
00478,3,25.0,2,Primaire
00478,4,9.0,2,Primaire
00479,1,42.0,1,Superieur
00479,2,22.0,1,Primaire
00479,3,35.0,2,Aucun
00479,4,48.0,1,Primaire
00479,5,71.0,1,Superieur
00479,6,58.0,1,Secondaire
00479,7,66.0,2,Secondaire
00479,8,7.0,2,Superieur
00480,1,51.0,1,Primaire
00480,2,23.0,2,Secondaire
00480,3,58.0,1,Primaire
00480,4,72.0,1,Secondaire
00481,1,29.0,1,Aucun
00481,2,21.0,2,Secondaire
00481,3,26.0,1,Secondaire
00481,4,72.0,2,Superieur
00481,5,54.0,2,Primaire
00482,1,39.0,1,Primaire
00482,2,6.0,1,Primaire
00482,3,41.0,2,Aucun
00482,4,1.0,2,Aucun
00482,5,68.0,2,Primaire
00482,6,52.0,2,Primaire
00482,7,48.0,2,Secondaire
00482,8,19.0,2,Secondaire
00483,1,59.0,1,Primaire
00483,2,51.0,1,Aucun
00483,3,59.0,2,Aucun
00483,4,37.0,2,Primaire
00483,5,51.0,2,Aucun
00484,1,39.0,2,Superieur
00484,2,28.0,2,Primaire
00484,3,36.0,2,Primaire
00485,1,28.0,2,Superieur
