hhid,region_lib,choc_secheresse,choc_hausse_prix,choc_conflit,choc_maladie,strat_vente_actifs,strat_reduction_repas,strat_migration,strat_endettement
00506,ENNEDI_EST,1,1,0,0,0,0,0,1
00507,ENNEDI_EST,0,0,0,0,0,0,0,1
00508,ENNEDI_EST,0,0,0,0,0,0,0,1
00509,ENNEDI_EST,0,1,0,0,1,0,0,0
00510,ENNEDI_EST,0,1,1,0,0,0,0,1
00511,ENNEDI_EST,1,0,0,1,0,1,0,1
00512,ENNEDI_EST,1,1,1,0,1,0,1,0
00513,ENNEDI_EST,1,1,0,0,0,0,0,0
00514,ENNEDI_EST,0,0,0,0,0,0,0,0
00515,ENNEDI_EST,0,1,0,0,0,0,0,0
00516,ENNEDI_EST,0,0,0,0,0,0,0,0
00517,ENNEDI_EST,1,0,0,0,0,0,1,0
00518,ENNEDI_EST,0,1,0,0,0,0,0,1
00519,ENNEDI_EST,1,1,0,0,0,0,0,0
00520,ENNEDI_EST,0,1,0,1,0,0,0,0
00521,ENNEDI_EST,0,1,0,0,0,0,0,0
00522,ENNEDI_EST,0,1,0,0,0,1,0,0
00523,ENNEDI_EST,0,1,0,0,0,0,0,1
00524,ENNEDI_EST,0,1,0,0,0,1,0,0
00525,ENNEDI_EST,0,1,1,0,0,0,0,0
00526,ENNEDI_EST,0,0,1,0,0,0,0,0
00527,ENNEDI_EST,1,0,0,0,0,1,0,1
00528,ENNEDI_EST,0,1,0,0,0,0,0,0
00529,ENNEDI_EST,0,1,0,0,1,1,0,0
00530,ENNEDI_EST,0,0,0,0,1,0,0,0
00531,ENNEDI_EST,1,1,0,0,0,0,0,1
00532,ENNEDI_EST,0,0,0,0,0,0,0,0
00533,ENNEDI_EST,0,1,1,0,0,0,0,0
00534,ENNEDI_EST,0,1,0,0,0,1,0,0
00535,ENNEDI_EST,0,0,0,0,0,1,0,0
00536,ENNEDI_EST,1,0,0,1,1,1,0,1
00537,ENNEDI_EST,0,0,0,0,0,0,0,0
00538,ENNEDI_EST,0,1,0,0,0,0,0,0
00539,ENNEDI_EST,0,1,0,0,1,0,1,0
00540,ENNEDI_EST,0,0,0,0,1,0,0,0
00541,ENNEDI_EST,1,1,0,0,1,0,0,1
00542,ENNEDI_EST,0,0,0,0,1,1,0,0
00543,ENNEDI_EST,0,0,0,1,1,0,0,0
00544,ENNEDI_EST,0,0,0,1,0,1,0,0
00545,ENNEDI_EST,0,1,0,0,0,0,0,0
00546,ENNEDI_EST,0,0,0,1,1,0,0,1
00547,ENNEDI_EST,1,1,0,1,0,1,0,0
00548,ENNEDI_EST,1,1,0,0,0,1,0,1
00549,ENNEDI_EST,0,0,0,1,0,0,0,0
00550,ENNEDI_EST,0,1,0,0,0,1,0,0
00551,ENNEDI_EST,1,1,0,0,0,0,0,0
00552,ENNEDI_EST,0,0,0,0,1,0,0,0
00553,ENNEDI_EST,0,1,0,0,1,1,0,0
00554,ENNEDI_EST,0,0,0,0,0,0,0,0
00555,ENNEDI_EST,1,1,0,1,0,0,0,1
00556,ENNEDI_EST,0,1,0,0,0,0,0,0
00557,ENNEDI_EST,1,1,0,0,0,1,0,0
00558,ENNEDI_EST,0,1,0,1,1,1,0,1
00559,ENNEDI_EST,0,0,0,0,0,0,0,1
00560,ENNEDI_EST,0,0,0,0,0,0,0,0
00561,ENNEDI_EST,0,1,0,0,0,0,0,0
00562,ENNEDI_EST,0,1,0,0,0,0,0,0
00563,ENNEDI_EST,1,0,0,0,0,0,1,0
00564,ENNEDI_EST,0,0,0,0,0,0,0,0
00565,ENNEDI_EST,0,0,0,0,0,0,0,0
00566,ENNEDI_EST,0,0,0,0,0,0,1,0
00567,ENNEDI_EST,1,0,0,0,1,0,0,0
00568,ENNEDI_EST,1,0,0,0,1,1,0,1
00569,ENNEDI_EST,0,1,1,0,0,1,0,0
00570,ENNEDI_EST,1,1,1,0,0,1,1,1
00571,ENNEDI_EST,0,0,0,1,1,0,0,0
00572,ENNEDI_EST,0,0,0,0,0,0,0,0
00573,ENNEDI_EST,0,1,0,0,0,0,0,1
00574,ENNEDI_EST,1,1,0,0,1,1,1,0
00575,ENNEDI_EST,1,0,1,0,0,0,0,1
00576,ENNEDI_EST,1,0,0,0,1,0,0,0
00577,ENNEDI_EST,0,0,0,0,0,0,0,0
00578,ENNEDI_EST,0,1,1,1,0,1,0,0
00579,ENNEDI_EST,1,0,0,0,0,1,0,0
00580,ENNEDI_EST,0,0,0,0,0,1,0,0
00581,ENNEDI_EST,0,1,0,0,0,1,0,0
00582,ENNEDI_EST,1,0,0,1,0,1,1,1
00583,ENNEDI_EST,0,0,0,1,0,1,0,0
00584,ENNEDI_EST,0,1,0,0,0,1,0,1
00585,ENNEDI_EST,1,0,0,0,0,1,0,0
00586,ENNEDI_EST,0,0,0,0,0,0,0,1
00587,ENNEDI_EST,1,1,1,0,0,0,0,0
00588,ENNEDI_EST,0,0,0,0,1,0,0,0
00589,ENNEDI_EST,0,0,0,0,0,0,0,0
00590,ENNEDI_EST,1,1,0,0,0,1,0,0
00591,ENNEDI_EST,1,0,0,0,1,0,0,0
00592,ENNEDI_EST,1,1,1,0,0,1,0,0
00593,ENNEDI_EST,1,0,0,0,1,1,0,0
00594,ENNEDI_EST,1,1,0,0,0,0,1,0
00595,ENNEDI_EST,0,0,0,0,0,0,0,0
00596,ENNEDI_EST,1,1,1,0,1,0,0,0
00597,ENNEDI_EST,1,1,0,0,0,1,0,0
00598,ENNEDI_EST,0,1,0,0,1,1,0,1
00599,ENNEDI_EST,1,1,0,0,1,1,0,1
00600,ENNEDI_EST,0,1,0,0,1,1,0,0
00601,ENNEDI_EST,0,1,0,0,0,0,0,0
00602,ENNEDI_EST,1,1,0,1,0,1,0,0
00603,ENNEDI_EST,1,0,0,0,0,1,0,1
00604,ENNEDI_EST,1,1,0,0,0,1,0,0
00605,ENNEDI_EST,0,0,1,0,0,1,0,0
00606,ENNEDI_EST,0,1,0,1,0,1,1,0
00607,ENNEDI_EST,1,0,0,0,1,0,0,0
00608,ENNEDI_EST,1,0,1,0,0,1,1,0
00609,ENNEDI_EST,1,1,0,1,0,1,0,0
00610,ENNEDI_EST,1,0,0,1,1,1,0,0
00611,ENNEDI_EST,0,0,0,0,0,0,0,0
00612,ENNEDI_EST,0,1,1,0,0,0,0,0
00613,ENNEDI_EST,0,0,0,0,0,0,0,0
00614,ENNEDI_EST,1,0,0,0,0,1,0,1
00615,ENNEDI_EST,0,0,0,1,0,0,0,1
00616,ENNEDI_EST,1,1,1,0,0,0,1,0
00617,ENNEDI_EST,0,0,0,1,0,0,0,1
00618,ENNEDI_EST,0,1,0,0,0,0,1,0
00619,ENNEDI_EST,1,1,1,0,1,1,0,0
00620,ENNEDI_EST,0,0,0,0,0,0,0,1
00621,ENNEDI_EST,0,0,0,0,0,0,0,0
00622,ENNEDI_EST,1,0,0,0,0,0,0,1
00623,ENNEDI_EST,1,1,0,0,0,1,0,1
00624,ENNEDI_EST,1,1,0,0,1,0,0,1
00625,ENNEDI_EST,0,1,0,0,0,0,0,0
00626,ENNEDI_EST,1,0,0,0,0,1,0,0
00627,ENNEDI_EST,0,0,0,0,0,0,0,0
00628,ENNEDI_EST,1,1,0,0,1,1,0,1
00629,ENNEDI_EST,1,0,1,0,0,0,0,0
00630,ENNEDI_EST,1,0,0,0,0,1,0,0
00631,ENNEDI_EST,0,1,0,0,0,1,0,0
00632,ENNEDI_EST,0,1,0,0,0,0,0,0
00633,ENNEDI_EST,1,1,0,1,0,1,1,0
00634,ENNEDI_EST,1,1,0,0,0,1,0,0
00635,ENNEDI_EST,1,0,0,0,0,0,1,0
00636,ENNEDI_EST,0,0,0,0,0,0,0,0
00637,ENNEDI_EST,0,0,0,0,0,0,0,0
00638,ENNEDI_EST,0,0,0,1,0,1,0,0
00639,ENNEDI_EST,0,0,0,0,0,0,0,1
00640,ENNEDI_EST,1,1,0,0,1,0,0,1
00641,ENNEDI_EST,0,1,0,0,0,1,0,0
00642,ENNEDI_EST,1,1,0,0,0,0,0,1
00643,ENNEDI_EST,0,1,0,0,0,1,1,0
00644,ENNEDI_EST,0,0,0,0,0,0,0,0
00645,ENNEDI_EST,1,0,0,0,0,0,0,0
00646,ENNEDI_EST,1,1,1,0,0,0,0,0
00647,ENNEDI_EST,1,1,0,0,1,0,0,1
00648,ENNEDI_EST,0,1,0,0,0,0,0,0
00649,ENNEDI_EST,0,1,0,0,0,0,0,0
00650,ENNEDI_OUEST,0,1,1,0,0,1,0,1
00651,ENNEDI_OUEST,1,1,0,1,0,1,0,0
00652,ENNEDI_OUEST,0,0,0,0,0,0,0,0
00653,ENNEDI_OUEST,0,1,1,0,1,0,0,0
00654,ENNEDI_OUEST,0,0,0,0,0,0,0,0
00655,ENNEDI_OUEST,0,1,1,0,0,1,0,0
00656,ENNEDI_OUEST,0,0,0,0,1,1,0,1
00657,ENNEDI_OUEST,1,1,0,0,1,0,0,0
00658,ENNEDI_OUEST,0,1,0,1,1,1,0,0
00659,ENNEDI_OUEST,0,0,0,0,0,1,0,0
00660,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00661,ENNEDI_OUEST,0,1,0,1,1,1,0,0
00662,ENNEDI_OUEST,0,1,0,0,0,0,1,0
00663,ENNEDI_OUEST,0,0,0,0,0,0,0,0
00664,ENNEDI_OUEST,0,0,0,1,0,1,0,1
00665,ENNEDI_OUEST,1,0,0,0,1,0,0,1
00666,ENNEDI_OUEST,0,1,0,0,1,1,0,0
00667,ENNEDI_OUEST,1,0,1,0,0,1,0,0
00668,ENNEDI_OUEST,0,0,0,0,0,1,0,0
00669,ENNEDI_OUEST,0,1,0,1,0,1,0,1
00670,ENNEDI_OUEST,1,1,0,0,0,0,0,1
00671,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00672,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00673,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00674,ENNEDI_OUEST,0,1,0,0,0,0,1,1
00675,ENNEDI_OUEST,0,0,0,1,0,1,0,0
00676,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00677,ENNEDI_OUEST,0,1,0,0,0,0,0,1
00678,ENNEDI_OUEST,0,0,0,0,0,0,0,0
00679,ENNEDI_OUEST,0,1,0,0,0,1,0,0
00680,ENNEDI_OUEST,1,1,0,1,0,1,0,1
00681,ENNEDI_OUEST,1,0,0,0,0,0,0,0
00682,ENNEDI_OUEST,0,0,1,0,1,0,0,0
00683,ENNEDI_OUEST,1,1,0,0,0,0,1,0
00684,ENNEDI_OUEST,0,0,0,0,0,0,1,0
00685,ENNEDI_OUEST,0,1,0,0,1,0,0,0
00686,ENNEDI_OUEST,0,0,0,0,0,0,0,0
00687,ENNEDI_OUEST,0,0,0,0,0,0,0,0
00688,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00689,ENNEDI_OUEST,1,1,1,0,0,1,0,0
00690,ENNEDI_OUEST,0,1,0,0,0,1,0,0
00691,ENNEDI_OUEST,0,1,0,1,0,0,1,0
00692,ENNEDI_OUEST,0,0,0,0,1,1,0,0
00693,ENNEDI_OUEST,0,1,0,1,1,1,0,1
00694,ENNEDI_OUEST,0,1,0,1,0,0,0,1
00695,ENNEDI_OUEST,0,0,0,1,1,1,0,0
00696,ENNEDI_OUEST,1,1,0,0,0,0,0,0
00697,ENNEDI_OUEST,0,0,0,1,0,1,0,0
00698,ENNEDI_OUEST,0,1,1,0,0,0,0,0
00699,ENNEDI_OUEST,1,1,0,0,1,1,0,0
00700,ENNEDI_OUEST,0,0,0,0,0,1,0,1
00701,ENNEDI_OUEST,0,1,1,0,1,1,0,0
00702,ENNEDI_OUEST,1,1,0,0,1,1,0,1
00703,ENNEDI_OUEST,0,1,0,0,1,0,0,0
00704,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00705,ENNEDI_OUEST,0,0,0,0,0,0,0,0
00706,ENNEDI_OUEST,0,0,0,0,0,0,0,1
00707,ENNEDI_OUEST,0,1,0,0,0,1,0,1
00708,ENNEDI_OUEST,1,0,0,0,1,0,0,0
00709,ENNEDI_OUEST,0,0,0,1,1,0,0,1
00710,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00711,ENNEDI_OUEST,0,0,0,1,1,0,0,0
00712,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00713,ENNEDI_OUEST,0,0,0,1,0,0,0,0
00714,ENNEDI_OUEST,0,0,0,0,0,0,0,1
00715,ENNEDI_OUEST,1,1,1,0,0,1,0,0
00716,ENNEDI_OUEST,0,1,0,0,0,0,1,0
00717,ENNEDI_OUEST,0,1,0,0,0,0,0,1
00718,ENNEDI_OUEST,0,0,1,0,1,1,1,1
00719,ENNEDI_OUEST,0,1,0,1,0,1,1,0
00720,ENNEDI_OUEST,1,1,0,1,1,1,0,0
00721,ENNEDI_OUEST,1,0,0,0,0,1,0,1
00722,ENNEDI_OUEST,1,0,0,0,1,1,0,0
00723,ENNEDI_OUEST,1,0,0,0,0,1,0,0
00724,ENNEDI_OUEST,0,0,0,0,0,0,0,0
00725,ENNEDI_OUEST,1,1,0,0,1,1,0,1
00726,ENNEDI_OUEST,0,0,0,1,0,0,0,1
00727,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00728,ENNEDI_OUEST,0,0,0,0,0,0,0,1
00729,ENNEDI_OUEST,0,1,1,0,0,0,0,0
00730,ENNEDI_OUEST,1,0,0,0,1,1,0,0
00731,ENNEDI_OUEST,0,1,0,1,1,1,0,0
00732,ENNEDI_OUEST,0,1,0,0,0,0,1,0
00733,ENNEDI_OUEST,0,1,0,0,0,1,0,0
00734,ENNEDI_OUEST,0,0,0,0,0,1,0,0
00735,ENNEDI_OUEST,1,0,0,1,0,0,0,0
00736,ENNEDI_OUEST,0,1,0,0,1,0,1,0
00737,ENNEDI_OUEST,0,0,0,1,0,0,0,1
00738,ENNEDI_OUEST,0,1,0,0,0,0,0,1
00739,ENNEDI_OUEST,0,1,0,0,0,1,1,1
00740,ENNEDI_OUEST,0,0,0,0,0,0,0,0
00741,ENNEDI_OUEST,0,0,0,0,0,0,0,0
00742,ENNEDI_OUEST,1,1,0,0,0,0,0,1
00743,ENNEDI_OUEST,0,0,0,0,0,0,0,1
00744,ENNEDI_OUEST,0,0,0,0,0,0,0,0
00745,ENNEDI_OUEST,0,0,0,0,0,0,0,0
00746,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00747,ENNEDI_OUEST,0,1,0,0,0,0,0,1
00748,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00749,ENNEDI_OUEST,0,1,0,0,0,1,0,0
00750,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00751,ENNEDI_OUEST,0,1,0,1,0,1,0,0
00752,ENNEDI_OUEST,0,0,1,0,0,0,1,0
00753,ENNEDI_OUEST,0,0,1,0,0,0,0,0
00754,ENNEDI_OUEST,0,0,0,0,0,0,0,1
00755,ENNEDI_OUEST,1,0,1,0,1,1,0,1
00756,ENNEDI_OUEST,1,0,0,0,0,0,0,0
00757,ENNEDI_OUEST,1,1,0,0,0,1,0,0
00758,ENNEDI_OUEST,1,1,0,1,0,0,0,0
00759,ENNEDI_OUEST,1,1,0,0,0,1,1,1
00760,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00761,ENNEDI_OUEST,0,0,0,0,0,0,0,0
00762,ENNEDI_OUEST,0,1,0,0,1,0,0,1
00763,ENNEDI_OUEST,1,1,0,0,0,0,0,1
00764,ENNEDI_OUEST,0,1,1,0,1,0,0,1
00765,ENNEDI_OUEST,0,1,0,0,1,1,0,0
00766,ENNEDI_OUEST,1,1,0,1,1,1,1,1
00767,ENNEDI_OUEST,1,0,0,1,0,0,0,1
00768,ENNEDI_OUEST,0,1,0,0,0,1,0,0
00769,ENNEDI_OUEST,0,0,0,0,0,1,0,0
00770,ENNEDI_OUEST,1,0,0,0,0,0,0,0
00771,ENNEDI_OUEST,1,1,0,0,0,0,0,1
00772,ENNEDI_OUEST,1,1,1,0,1,1,0,0
00773,ENNEDI_OUEST,1,0,0,0,0,0,0,0
00774,ENNEDI_OUEST,1,1,0,0,0,1,1,0
00775,ENNEDI_OUEST,1,1,0,0,0,1,0,0
00776,ENNEDI_OUEST,1,1,0,1,1,1,0,0
00777,ENNEDI_OUEST,1,0,0,0,0,0,0,0
00778,ENNEDI_OUEST,0,1,0,1,1,0,0,1
00779,ENNEDI_OUEST,0,1,0,0,0,0,0,1
00780,ENNEDI_OUEST,1,1,0,0,1,0,1,1
00781,ENNEDI_OUEST,1,1,0,0,0,0,1,1
00782,ENNEDI_OUEST,1,0,0,0,0,0,0,0
00783,ENNEDI_OUEST,1,1,1,0,1,0,0,0
00784,ENNEDI_OUEST,1,1,0,0,0,1,0,0
00785,ENNEDI_OUEST,1,1,0,1,0,1,0,1
00786,ENNEDI_OUEST,1,1,0,0,1,0,0,0
00787,ENNEDI_OUEST,1,0,0,0,0,1,1,1
00788,ENNEDI_OUEST,0,1,1,0,0,0,0,0
00789,ENNEDI_OUEST,1,0,0,0,0,0,0,1
00790,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00791,ENNEDI_OUEST,1,1,0,0,0,1,1,0
00792,ENNEDI_OUEST,1,1,1,1,0,1,0,0
00793,ENNEDI_OUEST,0,0,0,0,0,0,0,0
00794,ENNEDI_OUEST,0,0,0,1,0,1,1,0
00795,ENNEDI_OUEST,1,1,0,0,0,1,0,1
00796,ENNEDI_OUEST,1,1,0,1,1,1,0,1
00797,ENNEDI_OUEST,1,0,0,0,0,0,0,0
00798,ENNEDI_OUEST,0,1,0,0,0,0,0,1
00799,ENNEDI_OUEST,0,0,0,0,1,1,0,0
00800,ENNEDI_OUEST,1,1,1,0,0,1,0,0
00801,ENNEDI_OUEST,1,1,1,0,1,1,0,1
00802,ENNEDI_OUEST,1,1,0,0,0,1,0,0
00803,ENNEDI_OUEST,0,0,0,0,1,1,0,0
00804,ENNEDI_OUEST,1,1,0,0,0,1,0,1
00805,ENNEDI_OUEST,0,1,0,0,0,1,0,0
00806,ENNEDI_OUEST,1,0,0,0,0,0,1,1
00807,ENNEDI_OUEST,0,1,0,0,1,0,0,0
00808,ENNEDI_OUEST,0,1,0,0,1,0,0,0
00809,ENNEDI_OUEST,1,1,0,1,0,0,0,1
00810,ENNEDI_OUEST,0,1,0,0,0,0,0,1
00811,ENNEDI_OUEST,1,0,0,0,0,1,0,1
00812,ENNEDI_OUEST,1,0,0,0,0,1,0,0
00813,ENNEDI_OUEST,1,0,0,0,1,0,0,0
00814,ENNEDI_OUEST,0,0,1,1,1,1,0,0
00815,ENNEDI_OUEST,0,0,0,0,0,1,0,1
00816,ENNEDI_OUEST,0,1,1,1,0,0,0,0
00817,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00818,ENNEDI_OUEST,1,1,0,1,0,0,0,0
00819,ENNEDI_OUEST,1,1,0,0,1,1,0,0
00820,ENNEDI_OUEST,0,1,0,0,0,0,0,0
00821,ENNEDI_OUEST,1,1,0,1,0,1,0,1
00822,ENNEDI_OUEST,0,1,1,0,0,0,0,0
00823,ENNEDI_OUEST,0,0,1,0,0,1,0,1
00824,ENNEDI_OUEST,0,0,0,0,0,0,0,0
00825,ENNEDI_OUEST,1,1,0,0,1,0,0,0
00826,ENNEDI_OUEST,0,0,0,1,0,0,0,0
00827,ENNEDI_OUEST,1,0,0,0,0,0,0,1
00828,ENNEDI_OUEST,1,1,0,0,1,1,0,1
00829,ENNEDI_OUEST,0,1,0,1,1,0,0,0
00830,ENNEDI_OUEST,1,1,0,0,0,1,1,0
00831,GUÉRA,1,0,1,0,1,0,0,0
00832,GUÉRA,0,1,0,1,0,0,0,1
00833,GUÉRA,1,0,0,0,0,0,0,0
00834,GUÉRA,0,0,1,0,0,0,0,0
00835,GUÉRA,0,0,0,0,0,0,0,0
00836,GUÉRA,1,1,0,0,1,1,0,0
00837,GUÉRA,0,1,0,1,0,1,0,0
00838,GUÉRA,0,1,0,0,0,1,0,0
00839,GUÉRA,0,0,0,0,0,1,0,0
00840,GUÉRA,0,1,0,0,0,0,0,0
00841,GUÉRA,0,1,0,0,0,0,1,0
00842,GUÉRA,0,1,0,0,0,0,0,0
00843,GUÉRA,0,0,0,1,0,1,0,0
00844,GUÉRA,0,1,1,1,1,1,0,1
00845,GUÉRA,0,1,0,1,0,1,0,1
00846,GUÉRA,1,0,0,0,0,0,0,0
00847,GUÉRA,0,1,0,0,0,0,0,0
00848,GUÉRA,1,0,0,0,0,1,0,1
00849,GUÉRA,1,0,0,1,0,0,0,1
00850,GUÉRA,1,1,0,0,1,0,0,0
00851,GUERA,0,1,0,1,0,1,0,0
00852,GUÉRA,0,0,0,0,0,0,0,0
00853,GUÉRA,0,1,0,0,0,0,1,0
00854,GUÉRA,0,1,0,0,0,0,0,0
00855,GUÉRA,1,1,0,0,0,1,0,1
00856,GUÉRA,0,0,0,0,0,1,0,0
00857,GUERA,1,0,0,1,0,0,0,1
00858,GUÉRA,0,1,0,0,1,0,0,0
00859,GUÉRA,1,1,1,1,0,1,0,0
00860,GUÉRA,0,1,0,0,0,0,0,0
00861,GUÉRA,1,1,1,0,1,1,1,1
00862,GUÉRA,0,1,0,0,0,1,1,0
00863,GUERA,1,1,0,0,1,1,0,1
00864,GUÉRA,0,0,0,0,0,0,0,0
00865,GUÉRA,0,1,0,0,0,0,0,1
00866,GUÉRA,0,1,0,0,0,0,0,0
00867,GUÉRA,0,1,0,0,0,1,1,1
00868,GUERA,1,1,0,0,1,1,0,1
00869,GUÉRA,1,1,0,1,0,1,0,1
00870,GUÉRA,0,0,0,0,0,0,0,0
00871,GUÉRA,0,0,0,1,0,0,1,1
00872,GUÉRA,1,0,0,0,0,0,0,0
00873,GUÉRA,0,1,0,0,0,0,0,0
00874,GUÉRA,0,0,0,0,0,0,0,1
00875,GUÉRA,0,1,0,0,0,1,0,0
00876,GUÉRA,0,1,0,0,1,1,1,0
00877,GUÉRA,0,1,0,0,0,0,0,0
00878,GUÉRA,0,1,0,0,0,0,0,1
00879,GUÉRA,1,1,0,0,0,1,0,1
00880,GUÉRA,1,1,0,0,0,1,0,0
00881,GUÉRA,0,1,1,0,1,1,1,0
00882,GUÉRA,1,0,1,1,0,1,0,1
00883,GUÉRA,0,1,0,0,0,1,0,1
00884,GUÉRA,0,0,0,0,0,1,0,0
00885,GUÉRA,1,0,1,0,0,0,0,0
00886,GUÉRA,1,1,0,0,0,0,0,0
00887,GUÉRA,0,1,0,1,0,1,0,0
00888,GUÉRA,1,1,0,1,1,0,0,0
00889,GUÉRA,0,1,0,0,0,1,1,1
00890,GUÉRA,0,1,0,0,1,0,0,0
00891,GUÉRA,0,1,0,0,0,0,0,1
00892,GUÉRA,0,1,0,0,0,0,0,0
00893,GUÉRA,0,1,0,0,1,0,0,0
00894,GUÉRA,1,0,1,0,1,1,0,1
00895,GUÉRA,1,0,1,0,0,0,0,1
00896,GUÉRA,0,1,0,1,1,0,0,0
00897,GUÉRA,0,1,0,0,1,0,1,0
00898,GUÉRA,0,1,0,1,0,1,0,1
00899,GUÉRA,0,1,0,0,0,0,0,1
00900,GUÉRA,1,1,1,0,0,1,0,0
00901,GUÉRA,0,1,0,1,1,1,0,0
00902,GUÉRA,1,1,0,0,1,0,1,1
00903,GUÉRA,1,1,0,0,0,1,0,0
00904,GUÉRA,0,0,0,0,0,0,0,0
00905,GUÉRA,0,1,0,1,0,0,0,1
00906,GUÉRA,0,1,0,0,0,0,1,0
00907,GUÉRA,0,1,0,0,0,0,0,0
00908,GUÉRA,1,0,1,0,0,0,0,1
00909,GUÉRA,0,1,0,1,1,0,0,0
00910,GUÉRA,0,1,0,0,1,0,0,0
00911,GUÉRA,0,1,0,0,0,0,0,0
00912,GUÉRA,0,0,1,0,0,1,0,0
00913,GUÉRA,0,1,0,0,0,1,0,0
00914,GUÉRA,0,0,0,1,0,1,0,1
00915,GUÉRA,0,1,0,0,0,1,0,0
00916,GUÉRA,1,1,0,1,0,1,0,1
00917,GUÉRA,0,0,1,0,0,1,0,0
00918,GUÉRA,1,1,0,0,0,1,1,1
00919,GUÉRA,0,1,0,0,0,0,0,0
00920,GUÉRA,1,1,0,0,1,0,0,0
00921,GUÉRA,0,1,0,0,0,1,1,0
00922,GUÉRA,0,1,0,1,0,0,1,1
00923,GUÉRA,0,0,0,0,0,0,0,0
00924,GUÉRA,1,1,0,0,0,0,0,0
00925,GUÉRA,0,0,0,0,0,1,0,0
00926,GUÉRA,1,1,0,0,0,1,0,0
00927,GUÉRA,0,1,0,0,0,0,0,0
00928,GUÉRA,1,0,0,0,1,1,0,1
00929,GUÉRA,0,0,0,0,0,0,1,0
00930,GUÉRA,0,0,0,0,0,0,0,0
00931,GUÉRA,1,0,0,1,0,1,0,1
00932,GUÉRA,0,1,0,0,0,1,0,0
00933,GUÉRA,1,1,0,0,0,0,0,1
00934,GUÉRA,0,0,0,0,1,0,0,0
00935,GUÉRA,0,0,0,0,0,0,0,0
00936,GUÉRA,0,1,0,1,0,1,0,0
00937,GUÉRA,0,1,0,0,0,1,0,0
00938,GUÉRA,1,1,0,0,0,0,0,0
00939,GUÉRA,0,1,0,1,1,1,0,1
00940,GUÉRA,0,0,0,0,0,0,0,0
00941,GUÉRA,1,0,0,0,0,0,0,0
00942,GUÉRA,0,0,0,0,1,1,0,0
00943,GUÉRA,1,1,0,0,0,0,0,0
00944,GUÉRA,0,0,0,0,0,0,0,0
00945,GUÉRA,0,0,0,0,0,0,0,0
00946,GUÉRA,1,1,0,0,0,1,0,0
00947,GUÉRA,0,0,0,0,0,0,0,0
00948,GUÉRA,1,0,0,0,0,0,0,0
00949,GUÉRA,0,0,0,0,0,0,0,0
00950,GUÉRA,0,0,0,1,0,0,1,1
00951,GUÉRA,0,0,0,0,0,0,0,0
00952,GUERA,0,1,0,0,0,0,0,0
00953,GUÉRA,0,0,0,0,0,1,0,0
00954,GUERA,1,0,0,0,1,0,0,1
00955,GUÉRA,0,0,0,0,0,0,0,0
00956,GUÉRA,1,0,0,0,0,0,0,0
00957,GUÉRA,0,1,1,0,1,1,0,0
00958,GUÉRA,1,1,0,0,0,0,0,1
00959,GUÉRA,0,1,0,1,0,0,0,1
00960,GUERA,1,1,0,0,0,0,1,0
00961,GUÉRA,0,0,0,0,0,0,0,0
00962,GUÉRA,0,1,0,0,1,0,0,1
00963,GUÉRA,0,0,1,0,0,0,1,0
00964,GUÉRA,1,0,1,0,1,1,0,0
00965,GUÉRA,1,1,0,0,0,1,0,0
00966,GUÉRA,1,1,0,0,0,0,0,1
00967,GUÉRA,1,1,0,0,1,0,0,0
00968,GUÉRA,1,1,0,0,0,0,0,0
00969,GUÉRA,1,1,0,0,1,0,0,1
00970,GUÉRA,0,1,0,0,0,0,0,0
00971,GUERA,1,0,0,0,0,0,0,0
00972,GUÉRA,1,1,0,0,0,0,0,0
00973,GUÉRA,0,1,1,1,0,1,0,1
00974,GUERA,1,1,0,0,1,0,1,1
00975,GUÉRA,1,1,0,1,1,1,1,1
00976,GUÉRA,0,1,0,0,1,1,0,0
00977,GUÉRA,0,0,1,0,0,0,0,0
00978,GUÉRA,1,0,1,1,0,1,0,1
00979,GUÉRA,1,1,0,0,0,0,0,0
00980,GUÉRA,1,1,0,1,1,0,0,1
00981,GUÉRA,0,1,1,0,0,0,0,0
00982,GUÉRA,0,1,0,1,0,0,0,1
00983,GUERA,1,1,1,1,1,1,0,1
00984,GUÉRA,0,1,1,0,0,0,0,1
00985,GUÉRA,0,0,0,0,0,0,0,1
00986,GUÉRA,1,1,1,0,1,1,0,1
00987,GUÉRA,1,0,0,0,0,0,0,0
00988,GUERA,0,0,1,0,0,0,0,0
00989,GUÉRA,0,0,0,0,0,0,0,0
00990,GUÉRA,0,1,0,0,0,0,0,1
